uid;slug;titre;description;date_debut;date_fin;horaires;dates_texte;lieu_nom;adresse;code_postal;commune;latitude;longitude;categorie;gratuit;image_url;url_source;agenda_source;date_extraction
84166057;visite-du-jardin-de-lili-2872831;Visite du Jardin de Lili;Venez découvrir un Jardin familial composé de plusieurs espaces, petits et grands, mêlant fleurs et légumes. Il vous offrira une vue surprenante sur la campagne environnante. Vous y trouverez égale;2026-06-06;2026-06-07;10:00–19:00;6 et 7 juin;Le Jardin de Lili;19 rue de la Brunellière 41360 Savigny-sur-Braye, 41360 Savigny-sur-Braye;41360;Savigny-sur-Braye;47.886012;0.816717;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
14377534;visite-dun-jardin-personnel-entre-ville-et-campagne-7317524;Visite d'un jardin personnel entre ville et campagne;Venez partager notre passion du végétal en toute simplicité!;2026-06-06;2026-06-07;10:00–18:00;6 et 7 juin;Hortus Intimus;11 rue du Perche 41160 La Ville-aux-Clercs, 41160 La Ville-aux-Clercs;41160;La Ville-aux-Clercs;47.92328;1.0837;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
99419463;visite-bucolique-du-jardin-3324152;Visite bucolique du jardin;Niché dans un écrin de verdure, ce Jardin Remarquable est une invitation à la flânerie.   Le jardin est mis en scène autour d’un étang d’eaux vives. Depuis le haut du parc et son allée bordée de m;2026-06-06;2026-06-07;10:00–18:00;6 et 7 juin;Jardin du Plessis Sasnières;3 Allée Rosamée Henrion, 41310 Sasnières, France, 41310 Sasnières;41310;Sasnières;47.719124;0.932327;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
74101135;visite-libre-du-jardin-5732684;Visite libre du jardin;"Découvrez à votre rythme le jardin librement inspiré de la Renaissance : bosco, labyrinthe, herbularium, potager, et bien sûr la roseraie ! ""Mignonne allons voir si la rose...""";2026-06-06;2026-06-06;14:00–18:00;Samedi 6 juin, 14h00;Jardins du Manoir de la Possonnière;1 chemin du Vaugarnier, Couture-sur-Loir, 41800 Vallée de Ronsard, 41800 Vallée-de-Ronsard;41800;Vallée-de-Ronsard;47.744808;0.691784;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
80163911;visite-guidee-du-jardin-4547682;visite guidée du jardin;Notre guide-conférencière Valérie vous entraînera avec passion dans son voyage botanique, historique et poétique, en parcourant les différentes partie de ce jardin créé en 2020. Deux visite guidées;2026-06-06;2026-06-06;14:30–15:30;Samedi 6 juin, 14h30;Jardins du Manoir de la Possonnière;1 chemin du Vaugarnier, Couture-sur-Loir, 41800 Vallée de Ronsard, 41800 Vallée-de-Ronsard;41800;Vallée-de-Ronsard;47.744808;0.691784;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
33802025;le-parc-ronsard-3691172;Le parc Ronsard;### Le parc Ronsard  En mêlant botanique et vues anciennes, explorez l'ancien jardin et la cour de récréation du collège des Oratoriens devenu parc public. Visite par Hugues Aufranc, ingénieur;2026-06-06;2026-06-06;15:00–16:00;Samedi 6 juin, 15h00;Parc Ronsard Vendôme;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.792907;1.06657;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
60503421;visite-guidee-avec-le-jardinier-a-15h30-7872013;Visite guidée avec le jardinier à 15h30;Plongez dans l'intimité du Jardin du Plessis Sasnières, classé « Jardin Remarquable », lors d'une déambulation exclusive. Loin des parcours classiques, cette visite vous invite à découvrir les secr;2026-06-06;2026-06-06;15:30–17:00;Samedi 6 juin, 15h30;Jardin du Plessis Sasnières;3 Allée Rosamée Henrion, 41310 Sasnières, France, 41310 Sasnières;41310;Sasnières;47.719124;0.932327;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
30582472;jardin-du-chateau-de-fretay-537966;Jardin du château de Frétay;Potager d'atmosphère sur un hectare. Nouveauté cette année, le jardin d'ombre avec ses mousses, hostas et fougères.   Retrouvez le potager aphrodisiaque, le jardin blanc, le labyrinthe en forme de;2026-06-07;2026-06-07;10:00–13:00;Dimanche 7 juin, 10h00;Château de Frétay;2 route de Frétay 41360, 41360 Savigny-sur-Braye;41360;Savigny-sur-Braye;47.833083;0.820173;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
18111049;visite-guidee-avec-le-proprietaire-a-15h30-6132340;Visite guidée avec le propriétaire à 15h30;Et si le Jardin du Plessis Sasnières vous était conté par celui qui en détient les clefs et l’histoire ? Nous vous invitons à une parenthèse hors du temps, une visite guidée menée par le propriétai;2026-06-07;2026-06-07;15:30–17:00;Dimanche 7 juin, 15h30;Jardin du Plessis Sasnières;3 Allée Rosamée Henrion, 41310 Sasnières, France, 41310 Sasnières;41310;Sasnières;47.719124;0.932327;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
14766744;vendome-ville-dart-et-dhistoire-les-lundis-dart-et-dhistoire-en-juin;Vendôme Ville d'Art et d'Histoire - Les lundis d'art et d'histoire en Juin;Laissez-vous conter Vendôme, ville d’art et d’histoire en compagnie d’un guide conférencier agréé par le ministère de la Culture. Il vous fait partager ses connaissances et sa passion pour Vendôme. Ve;2026-06-08;2026-06-29;00:00–23:59;8 - 29 juin;Office de Tourisme de Vendôme;47 Rue Poterie, 41100 Vendôme;41100;Vendôme;47.793256;1.065791;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
64330524;vos-allocations-conseils-actualisation-paiement-on-vous-dit-tout-5561434;VOS ALLOCATIONS : conseils, actualisation, paiement, on vous dit tout !;Vous vous posez des questions sur vos allocations, l'actualisation ou la reprise d'emploi ? Cette réunion vous permet d'y voir clair, simplement et concrètement, sur vos démarches à France Travail.;2026-06-10;2026-06-10;15:30–16:15;Mercredi 10 juin, 15h30;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;"[""S'informer""]";;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
35393736;stage-laine-feutree-carte-blanche-des-petits-objets-a-boursay;Stage laine feutrée : carte blanche des petits objets à Boursay;Lors de cet atelier, vous pourrez laisser libre court à votre créativité : nous réaliserons des petits objets et vous serez accompagnés techniquement en fonction de votre projet. Stage laine feutrée :;2026-06-13;2026-06-13;00:00–23:59;Samedi 13 juin, 00h00;Maison Botanique;8 Rue des Écoles, 41270 Boursay;41270;Boursay;48.01833;0.96891;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
51109011;ciclic-animation-cine-gouter-dans-mon-atelier-a-vendome;"Ciclic Animation - Ciné-goûter : ""Dans mon atelier"" à Vendôme";"Projection suivie d’un goûter préparé par les habitant.es du quartier des Rottes Ciclic Animation - Ciné-goûter : ""Dans mon atelier"" à Vendôme. Ça bricole, ça découpe, ça crayonne, ça balaie, ça repei";2026-06-17;2026-06-17;00:00–23:59;Mercredi 17 juin, 00h00;EHPAD la Clairière des Coutis;37 Avenue Georges Clemenceau, 41100 Vendôme;41100;Vendôme;47.809487;1.066008;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
4561507;boney-m-legend-a-vendome-1039288;Boney M legend à Vendôme;L’association Loir Événements propose des spectacles variés – humour, théâtre, chanson – accessibles à tous les publics. Ces représentations, principalement organisées au Minotaure de Vendôme, viennen;2026-06-18;2026-06-18;00:00–23:59;Jeudi 18 juin, 00h00;Minotaure;Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791978;1.071733;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
83765901;gare-a-la-rochette-a-thore-la-rochette;Gare à la Rochette à Thoré-la-Rochette;Le Festival Gare à la Rochette répond à la volonté de réconcilier le concept de festival populaire avec la culture pour tous sur le territoire de Thoré-la-Rochette. Gare à la Rochette à Thoré-la-Roche;2026-06-19;2026-06-21;00:00–23:59;19 - 21 juin;Territoire de Thoré-la-Rochette;41100 Thoré-la-Rochette;41100;Thoré-la-Rochette;47.772974;0.962598;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
57530946;salon-du-bien-etre-a-saint-arnoult;Salon du bien-être à Saint-Arnoult;Découvrez un espace dédié à la détente et au bien-être. Salon du bien-être à Saint-Arnoult. Sophrologie pour apaiser le stress et retrouver l’équilibre, réflexologie pour libérer les tensions et harmo;2026-06-20;2026-06-21;10:00–18:00;20 et 21 juin;Salle polyvalente;41800 Saint-Arnoult;41800;Saint-Arnoult;47.711851;0.874483;Marché;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
8897975;lhectare-badmobil-en-remorque-castelet-a-naveil;L'Hectare - Badmobil en remorque - Castelet ! à Naveil;Partagez en famille la tradition du théâtre ambulant dans vos campagnes ! Cette année, c’est la compagnie Portés Disparus qui vient à votre rencontre, et sillonne le territoire vendômois en remorque-c;2026-06-23;2026-06-23;00:00–23:59;Mardi 23 juin, 00h00;Centre-ville;41100 Naveil;41100;Naveil;47.793862;1.029559;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
38045616;lhectare-badmobil-en-remorque-castelet-a-la-ville-aux-clercs;L'Hectare - Badmobil en remorque - Castelet ! à la Ville-aux-Clercs;Partagez en famille la tradition du théâtre ambulant dans vos campagnes ! Cette année, c’est la compagnie Portés Disparus qui vient à votre rencontre, et sillonne le territoire vendômois en remorque-c;2026-06-24;2026-06-24;00:00–23:59;Mercredi 24 juin, 00h00;Repère Sauvage263 Le Fort Girard;41160 La Ville-aux-Clercs;41160;La Ville-aux-Clercs;47.913704;1.101033;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
80958820;projection-documentaire-nul-homme-nest-une-ile-de-dmarchais-a-saint-agil;"Projection documentaire ""Nul homme n'est une île"" de D.Marchais à Saint-Agil";"""Depuis ""Le Temps des grâces"", son premier long métrage, Dominique Marchais trace un cheminement cinématographique passionnant autour de la question centrale de notre temps, celle du rapport déséquili";2026-06-25;2026-06-25;00:00–23:59;Jeudi 25 juin, 00h00;L'Echalier;5 Rue des Templiers, 41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.036115;0.927578;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
26965107;lhectare-badmobil-en-remorque-castelet-a-villeporcher;L'Hectare - Badmobil en remorque - Castelet ! à Villeporcher;Partagez en famille la tradition du théâtre ambulant dans vos campagnes ! Cette année, c’est la compagnie Portés Disparus qui vient à votre rencontre, et sillonne le territoire vendômois en remorque-c;2026-06-26;2026-06-26;00:00–23:59;Vendredi 26 juin, 00h00;Centre-ville;41310 Villeporcher;41310;Villeporcher;47.639656;0.994428;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
45330775;foliart-festival-a-montoire-sur-le-loir;Foliart Festival à Montoire-sur-le Loir;Pour fêter nos 5 ans, on propose cette année 2 groupes nationaux, pour faire bouger ton body comme jamais ! Même lieu, même heure, et même concept : de la musique, une expo et des performances, un mar;2026-06-26;2026-06-28;18:00–23:00;26 - 28 juin;Cour de la mairie;Place Clemenceau, 41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.752661;0.862289;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
21013622;temps-de-rencontre-ouvert-a-tous-tes-petite-fete-laineuse-a-boursay;Temps de rencontre ouvert à tous-tes petite fête laineuse à Boursay;A partir de quelques toisons récoltées lors de la tonte, nous créerons collectivement un grand tapis feutré. Temps de rencontre ouvert à tous-tes petite fête laineuse à Boursay. Echarpillage de la lai;2026-06-27;2026-06-27;00:00–23:59;Samedi 27 juin, 00h00;Maison Botanique;8 Rue des Écoles, 41270 Boursay;41270;Boursay;48.01833;0.96891;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
59396286;lhectare-badmobil-en-remorque-castelet-a-montoire-sur-le-loir;L'Hectare - Badmobil en remorque - Castelet ! à Montoire-sur-le Loir;Partagez en famille la tradition du théâtre ambulant dans vos campagnes ! Cette année, c’est la compagnie Portés Disparus qui vient à votre rencontre, et sillonne le territoire vendômois en remorque-c;2026-06-27;2026-06-27;00:00–23:59;Samedi 27 juin, 00h00;Parc de l'Hepad;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.752373;0.863382;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
33186028;ciclic-animation-cloture-de-saison-a-vendome;Ciclic Animation - Clôture de saison à Vendôme;Trois temps forts pour clôturer la saison 2025-2026 ! Ciclic Animation - Clôture de saison à Vendôme. Pour la clôture de la saison, Ciclic Animation vous propose trois temps forts : un ciné-conte jeun;2026-07-04;2026-07-04;00:00–23:59;Samedi 4 juillet, 00h00;Ciclic Animation3 Allee le Yorktown;41100 Vendôme;41100;Vendôme;47.790128;1.070844;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
29436608;trail-entre-caves-et-chateaux-a-montoire-sur-le-loir;"Trail ""Entre caves et châteaux"" à Montoire-sur-le Loir";3ème édition pour cette manifestation sportive en Vendômois, le trail Entre caves et châteaux ! Trail Entre caves et châteaux à Montoire-sur-le Loir. Une partie des profits sera reversée à l'associati;2026-07-05;2026-07-05;00:00–23:59;Dimanche 5 juillet, 00h00;Quartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751605;0.861219;Compétition sportive;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
64040475;vos-allocations-conseils-actualisation-paiement-on-vous-dit-tout-2827985;VOS ALLOCATIONS : conseils, actualisation, paiement, on vous dit tout !;Vous vous posez des questions sur vos allocations, l'actualisation ou la reprise d'emploi ? Cette réunion vous permet d'y voir clair, simplement et concrètement, sur vos démarches à France Travail.;2026-07-08;2026-07-08;15:30–16:15;Mercredi 8 juillet, 15h30;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;"[""S'informer""]";;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
51650837;les-medievales-darville;Les médiévales d'Arville;Les Médiévales d’Arville reviennent cet été: show pyrotechnique, spectacles, escape game, musique endiablée, banquet médiéval, reconstitutions… une programmation inédite vous attend ! Les Médiévales d;2026-07-10;2026-07-12;18:00–23:00;10 - 12 juillet;Commanderie des Templiers d'ArvilleCommanderie d'Arville;1 allée de la Commanderie - ARVILLE, 41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.063818;0.947824;Spectacle;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
91363672;fete-nationale-a-saint-arnoult-7453766;Fête nationale à Saint-Arnoult;À l’occasion de la Fête nationale à Saint-Arnoult, venez partager un moment convivial et festif ! Fête nationale à Saint-Arnoult. Repas cuisiné sur place, feu d’artifice pour illuminer la soirée, puis;2026-07-13;2026-07-13;00:00–23:59;Lundi 13 juillet, 00h00;Devant la salle polyvalente;41800 Saint-Arnoult;41800;Saint-Arnoult;47.711901;0.874537;Fête Nationale - 14 juillet;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
49449498;visites-decouvertes-mission-balzac;Visites découvertes - Mission Balzac;Visites découvertes : Mission Balzac... Visites ludiques en famille, en compagnie d’une guide : Mission Balzac ! Parviendrez vous à aider Gustave Astruc, archiviste, à remettre de l’ordre dans les arc;2026-07-15;2026-08-19;00:00–23:59;15 juillet - 19 août;Vendôme;47 Rue Poterie, 41100 Vendôme;41100;Vendôme;47.793092;1.065706;Littérature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
93292533;vendome-ville-dart-et-dhistoire-lete-des-6-10-ans-decouvrir-le-patrimoine-en-samusant-a-vendome;"Vendôme Ville d'Art et d'Histoire - ""L’été des 6 - 10 ans"" : Découvrir le patrimoine en s’amusant à Vendôme";"S’amuser tout en découvrant le patrimoine de Vendôme. Vendôme Ville d'Art et d'Histoire - ""L’été des 6 - 10 ans"" : Découvrir le patrimoine en s’amusant à Vendôme. Jeudi 16 juillet : Chasse aux masques";2026-07-16;2026-08-25;14:30–16:00;16 juillet - 25 août;RV Cour du cloître de la Trinité;5 Rue de l'Abbaye, 41100 Vendôme;41100;Vendôme;47.790924;1.068745;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
69117747;vendome-ville-dart-et-dhistoire-la-trinite-et-ses-secrets-a-vendome;Vendôme Ville d'Art et d'Histoire - « La Trinité et ses secrets » à Vendôme.;Le guide conférencier agréé par le ministère de la culture vous fait partager ses connaissances et sa passion pour Vendôme. Il connaît toutes les facettes du patrimoine de la ville et vous donne les c;2026-07-17;2026-08-21;15:00–16:30;17 juillet - 21 août;RV Office de Tourisme;47 Rue Poterie, 41100 Vendôme;41100;Vendôme;47.793094;1.065705;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
45376051;vendome-ville-dart-et-dhistoire-vendome-incontournable;Vendôme Ville d'Art et d'Histoire - Vendôme incontournable;Laissez-vous conter Vendôme, ville d’art et d’histoire en compagnie d’un guide conférencier agréé par le ministère de la Culture. Il vous fait partager ses connaissances et sa passion pour Vendôme. Un;2026-07-18;2026-08-08;15:00–17:30;18 juillet - 8 août;RV à l'Office de Tourisme de Vendôme;47 Rue Poterie, 41100 Vendôme;41100;Vendôme;47.793101;1.065673;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
66775810;vendome-ville-dart-et-dhistoire-les-visites-flash-le-clocher-de-la-trinite;Vendôme Ville d'Art et d'Histoire - Les visites « flash » - Le clocher de la Trinité;Le clocher de la Trinité : Surplombant la ville depuis le XIIe siècle, il vous invite à plonger dans son histoire, à en comprendre les mécanismes et à grimper jusqu’au niveau des cloches pour une expé;2026-07-19;2026-08-23;10:00–11:00;19 juillet - 23 août;RV Parvis de la Trinité;Place Gracchus Babeuf, 41100 Vendôme;41100;Vendôme;47.79106;1.06839;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
69219803;festival-quatuor-a-vendome-a-villiers-sur-loir;Festival Quatuor à Vendôme à Villiers-sur-Loir;Une soirée exceptionnelle avec deux concerts, placés sous le signe de la création, de la rencontre et de la curiosité musicale ! Festival Quatuor à Vendôme à Villiers-sur-Loir. En présence de Pianoïd;2026-07-21;2026-07-21;00:00–23:59;Mardi 21 juillet, 00h00;Villiers-sur-Loir;Place du villagePlace Fortier, 41100 Villiers-sur-Loir;41100;Villiers-sur-Loir;47.806284;0.994767;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
76773016;vendome-ville-dart-et-dhistoire-nouveaute-enquete-au-chateau-a-vendome;Vendôme Ville d'Art et d'Histoire - NOUVEAUTÉ - Enquête au château à Vendôme;Découverte ludique du château et de son parc en famille avec une guide conférencière. À chaque étape, à vous de résoudre les énigmes avec les indices donnés par la guide, pour découvrir l’histoire et;2026-07-22;2026-08-26;00:00–23:59;22 juillet - 26 août;RV : Portail d'entrée du parc du château;41100 Vendôme;41100;Vendôme;47.790378;1.066853;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
41538257;festival-quatuor-les-moments-musicaux-a-areines;Festival Quatuor « Les moments musicaux » à Areines;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor « Les moments musicaux » à Areines. Côté festival off;2026-07-22;2026-07-22;00:00–23:59;Mercredi 22 juillet, 00h00;Eglise;41100 Areines;41100;Areines;47.802043;1.093253;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
60662003;festival-quatuor-folies-parisiennes-a-vendome;Festival Quatuor « Folies Parisiennes » à Vendôme;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor à Vendôme. Fidèle à son esprit, l’événement accueille;2026-07-22;2026-07-22;00:00–23:59;Mercredi 22 juillet, 00h00;Chapelle Saint-Jacques;56 Rue du Change, 41100 Vendôme;41100;Vendôme;47.79358;1.067634;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
17070128;festival-quatuor-les-moments-musicaux-a-lavardin;Festival Quatuor « Les moments musicaux » à Lavardin;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor « Les moments musicaux » à Lavardin. Côté festival of;2026-07-23;2026-07-23;00:00–23:59;Jeudi 23 juillet, 00h00;Eglise;41800 Lavardin;41800;Lavardin;47.741583;0.885816;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
98499184;festival-quatuor-contrastes-a-vendome-928224;Festival Quatuor « Contrastes » à Vendôme;Pour célébrer les 10 ans du partenariat des Voce avec Monceau Assurances, Quatuor à Vendôme invite la grande Deborah Nemtanu et le magnifique violon italien qui lui est prêté par Monceau dans un progr;2026-07-23;2026-07-23;00:00–23:59;Jeudi 23 juillet, 00h00;Chapelle Saint-Jacques;56 Rue du Change, 41100 Vendôme;41100;Vendôme;47.79358;1.067634;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
48073056;vendome-ville-dart-et-dhistoire-promenade-nocturne-aux-flambeaux-a-vendome;Vendôme, Ville d'art et d'histoire - Promenade nocturne aux flambeaux à Vendôme.;Promenade nocturne aux flambeaux à Vendôme ! Promenade nocturne aux flambeaux à Vendôme. Déambulez à la lueur des flambeaux et laissez-vous guider au fil des légendes et histoires vendômoises.;2026-07-23;2026-08-20;21:30–23:00;23 juillet - 20 août;Rendez-vous à l'Office de Tourisme;47 rue Poterie, 41100 Vendôme;41100;Vendôme;47.793088;1.0657;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
65870782;festival-quatuor-a-vendome-deambulation-a-vendome;Festival Quatuor à Vendôme « Déambulation » à Vendôme;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor à Vendôme « Déambulation » à Vendôme. Retour aux sour;2026-07-24;2026-07-24;00:00–23:59;Vendredi 24 juillet, 00h00;Jardins suspendus du château de Vendôme;41100 Vendôme;41100;Vendôme;47.78861;1.066331;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
86167579;festival-quatuor-les-moments-musicaux-a-thore-la-rochette;Festival Quatuor « Les moments musicaux » à Thoré-la-Rochette;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor « Les moments musicaux » à Thoré-la-Rochette. Côté fe;2026-07-24;2026-07-24;00:00–23:59;Vendredi 24 juillet, 00h00;Gare;41100 Thoré-la-Rochette;41100;Thoré-la-Rochette;47.775042;0.961952;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
5236881;festival-quatuor-a-vendome-beethoven-largentin-a-villiers-sur-loir;Festival Quatuor à Vendôme « Beethoven l’argentin » à Villiers-sur-Loir;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor à Vendôme « Beethoven l’argentin » à Villiers-sur-Loi;2026-07-25;2026-07-25;00:00–23:59;Samedi 25 juillet, 00h00;Eglise;41100 Areines;41100;Areines;47.802043;1.093253;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
47625723;festival-quatuor-les-moments-musicaux-a-villiers-sur-loir;Festival Quatuor « Les moments musicaux » à Villiers-sur-Loir;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor « Les moments musicaux » à Villiers-sur-Loir. Côté fe;2026-07-25;2026-07-25;00:00–23:59;Samedi 25 juillet, 00h00;Caves Loupin;Rue des Caves Loupin, 41100 Villiers-sur-Loir;41100;Villiers-sur-Loir;47.808912;0.996648;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
5418927;vendome-ville-dart-et-dhistoire-chateau-au-fil-des-pierres-et-de-lhistoire-a-vendome;Vendôme Ville d'Art et d'Histoire - Château au fil des pierres et de l’histoire à Vendôme.;Le guide conférencier agréé par le ministère de la culture vous fait partager ses connaissances et sa passion pour Vendôme. Il connaît toutes les facettes du patrimoine de la ville et vous donne les c;2026-07-25;2026-08-22;15:00–16:30;25 juillet - 22 août;RV : local à l’entrée du parc du château;41100 Vendôme;41100;Vendôme;47.792551;1.065343;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
56579933;festival-quatuor-happy-end-a-vendome-8214537;Festival Quatuor « Happy End » à Vendôme;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor « Happy End » à Vendôme. Ne manquez pas ce concert :;2026-07-26;2026-07-26;00:00–23:59;Dimanche 26 juillet, 00h00;Monceau Assurances;1 Avenue des Cités Unies de l'Europe, 41100 Vendôme;41100;Vendôme;47.820118;1.022029;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
81009751;festival-quatuor-a-vendome-figures-argentines-a-vendome;Festival Quatuor à Vendôme « Figures Argentines » à Vendôme;Le festival-académie Quatuor à Vendôme fête sa dixième édition et investit à nouveau le territoire vendômois du 21 au 26 juillet. Festival Quatuor à Vendôme « Figures Argentines » à Vendôme. Fidèle à;2026-07-26;2026-07-26;00:00–23:59;Dimanche 26 juillet, 00h00;Jardins suspendus du château de Vendôme;41100 Vendôme;41100;Vendôme;47.78861;1.066331;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
53772711;visite-aux-flambeaux-a-la-commanderie-templiere-darville;Visite aux flambeaux à la Commanderie templière d'Arville;Visite aux flambeaux à la Commanderie d'Arville. Les portes de la commanderie templière sont exceptionnellement ouvertes certaines soirées... Visite aux flambeaux à la Commanderie templière d'Arville.;2026-08-05;2026-10-03;00:00–23:59;5 août - 3 octobre;Commanderie templière d'Arville1,;allée de la Commanderie - Arville, 41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.064041;0.948042;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
45751434;festival-de-montoire-danses-et-musiques-du-monde;Festival de Montoire : Danses et musiques du monde;Sous son confortable Palais de Toile (2000 places assises), le 52ème Festival vous invite à rencontrer 320 artistes venus présenter leurs différentes cultures. Chaque été en août, le Festival de Monto;2026-08-11;2026-08-16;00:00–23:59;11 - 16 août;Quartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751605;0.861219;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
59903128;vos-allocations-conseils-actualisation-paiement-on-vous-dit-tout-6705322;VOS ALLOCATIONS : conseils, actualisation, paiement, on vous dit tout !;Vous vous posez des questions sur vos allocations, l'actualisation ou la reprise d'emploi ? Cette réunion vous permet d'y voir clair, simplement et concrètement, sur vos démarches à France Travail.;2026-08-26;2026-08-26;15:30–16:15;Mercredi 26 août, 15h30;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;"[""S'informer""]";;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
